,_Index,relation_num,active_level
1460,1460,3124,5
1461,1461,3066,5
1462,1462,3098,5
1463,1463,3064,5
1464,1464,2974,5
1465,1465,2988,5
1466,1466,2978,5
1467,1467,2888,5
1468,1468,2904,5
1469,1469,2816,5
1470,1470,2766,4
1471,1471,2766,4
1472,1472,2766,4
1473,1473,2728,4
1474,1474,2674,4
1475,1475,2658,4
1476,1476,2704,4
1477,1477,2696,4
1478,1478,2664,4
1479,1479,2698,4
1480,1480,2654,4
1481,1481,2690,4
1482,1482,2666,4
1483,1483,2662,4
1484,1484,2680,4
1485,1485,2676,4
1486,1486,2640,4
1487,1487,2658,4
1488,1488,2674,4
1489,1489,2732,4
1490,1490,2654,4
1491,1491,2656,4
1492,1492,2652,4
1493,1493,2656,4
1494,1494,2686,4
1495,1495,2624,4
1496,1496,2682,4
1497,1497,2672,4
1498,1498,2678,4
1499,1499,2670,4
1500,1500,2674,4
1501,1501,2658,4
1502,1502,2668,4
1503,1503,2676,4
1504,1504,2674,4
1505,1505,2654,4
1506,1506,2676,4
1507,1507,2662,4
1508,1508,2700,4
1509,1509,2636,4
1510,1510,2644,4
1511,1511,2620,4
1512,1512,2668,4
1513,1513,2660,4
1514,1514,2710,4
1515,1515,2644,4
1516,1516,2684,4
1517,1517,2668,4
1518,1518,2690,4
1519,1519,2640,4
1520,1520,2622,4
1521,1521,2680,4
1522,1522,2672,4
1523,1523,2646,4
1524,1524,2662,4
1525,1525,2620,4
1526,1526,2652,4
1527,1527,2662,4
1528,1528,2646,4
1529,1529,2636,4
1530,1530,2670,4
1531,1531,2662,4
1532,1532,2612,4
1533,1533,2620,4
1534,1534,2636,4
1535,1535,2656,4
1536,1536,2682,4
1537,1537,2688,4
1538,1538,2668,4
1539,1539,2658,4
1540,1540,2658,4
1541,1541,2666,4
1542,1542,2674,4
1543,1543,2688,4
1544,1544,2606,4
1545,1545,2666,4
1546,1546,2672,4
1547,1547,2630,4
1548,1548,2644,4
1549,1549,2666,4
1550,1550,2656,4
1551,1551,2656,4
1552,1552,2666,4
1553,1553,2658,4
1554,1554,2692,4
1555,1555,2664,4
1556,1556,2692,4
1557,1557,2670,4
1558,1558,2662,4
1559,1559,2634,4
1560,1560,2640,4
1561,1561,2652,4
1562,1562,2686,4
1563,1563,2686,4
1564,1564,2634,4
1565,1565,2648,4
1566,1566,2648,4
1567,1567,2686,4
1568,1568,2654,4
1569,1569,2666,4
1570,1570,2674,4
1571,1571,2652,4
1572,1572,2706,4
1573,1573,2678,4
1574,1574,2702,4
1575,1575,2632,4
1576,1576,2670,4
1577,1577,2644,4
1578,1578,2666,4
1579,1579,2654,4
1580,1580,2636,4
1581,1581,2652,4
1582,1582,2656,4
1583,1583,2654,4
1584,1584,2642,4
1585,1585,2666,4
1586,1586,2658,4
1587,1587,2658,4
1588,1588,2670,4
1589,1589,2692,4
1590,1590,2646,4
1591,1591,2668,4
1592,1592,2728,4
1593,1593,2638,4
1594,1594,2644,4
1595,1595,2666,4
1596,1596,2646,4
1597,1597,2648,4
1598,1598,2668,4
1599,1599,2634,4
1600,1600,2682,4
1601,1601,2690,4
1602,1602,2652,4
1603,1603,2666,4
1604,1604,2662,4
1605,1605,2648,4
1606,1606,2654,4
1607,1607,2686,4
1608,1608,2642,4
1609,1609,2664,4
1610,1610,2660,4
1611,1611,2652,4
1612,1612,2632,4
1613,1613,2652,4
1614,1614,2670,4
1615,1615,2638,4
1616,1616,2676,4
1617,1617,2674,4
1618,1618,2712,4
1619,1619,2660,4
1620,1620,2664,4
1621,1621,2662,4
1622,1622,2692,4
1623,1623,2640,4
1624,1624,2654,4
1625,1625,2654,4
1626,1626,2664,4
1627,1627,2650,4
1628,1628,2682,4
1629,1629,2598,4
1630,1630,2638,4
1631,1631,2658,4
1632,1632,2682,4
1633,1633,2638,4
1634,1634,2700,4
1635,1635,2638,4
1636,1636,2674,4
1637,1637,2674,4
1638,1638,2660,4
1639,1639,2644,4
1640,1640,2678,4
1641,1641,2692,4
1642,1642,2624,4
1643,1643,2662,4
1644,1644,2648,4
1645,1645,2682,4
1646,1646,2620,4
1647,1647,2678,4
1648,1648,2650,4
1649,1649,2684,4
1650,1650,2678,4
1651,1651,2644,4
1652,1652,2670,4
1653,1653,2674,4
1654,1654,2660,4
1655,1655,2660,4
1656,1656,2696,4
1657,1657,2632,4
1658,1658,2642,4
1659,1659,2660,4
1660,1660,2668,4
1661,1661,2662,4
1662,1662,2642,4
1663,1663,2644,4
1664,1664,2664,4
1665,1665,2660,4
1666,1666,2656,4
1667,1667,2670,4
1668,1668,2658,4
1669,1669,2702,4
1670,1670,2694,4
1671,1671,2668,4
1672,1672,2676,4
1673,1673,2656,4
1674,1674,2658,4
1675,1675,2634,4
1676,1676,2660,4
1677,1677,2660,4
1678,1678,2622,4
1679,1679,2662,4
1680,1680,2692,4
1681,1681,2682,4
1682,1682,2672,4
1683,1683,2674,4
1684,1684,2668,4
1685,1685,2632,4
1686,1686,2646,4
1687,1687,2616,4
1688,1688,2590,4
1689,1689,2704,4
1690,1690,2630,4
1691,1691,2652,4
1692,1692,2676,4
1693,1693,2632,4
1694,1694,2666,4
1695,1695,2640,4
1696,1696,2652,4
1697,1697,2628,4
1698,1698,2680,4
1699,1699,2666,4
1700,1700,2650,4
1701,1701,2674,4
1702,1702,2678,4
1703,1703,2652,4
1704,1704,2680,4
1705,1705,2670,4
1706,1706,2660,4
1707,1707,2656,4
1708,1708,2628,4
1709,1709,2668,4
1710,1710,2668,4
1711,1711,2628,4
1712,1712,2636,4
1713,1713,2654,4
1714,1714,2642,4
1715,1715,2644,4
1716,1716,2674,4
1717,1717,2638,4
1718,1718,2674,4
1719,1719,2684,4
1720,1720,2656,4
1721,1721,2650,4
1722,1722,2644,4
1723,1723,2676,4
1724,1724,2650,4
1725,1725,2682,4
1726,1726,2655,4
1727,1727,2655,4
1728,1728,2643,4
1729,1729,2628,4
1730,1730,2605,4
1731,1731,2645,4
1732,1732,2669,4
1733,1733,2653,4
1734,1734,2632,4
1735,1735,2628,4
1736,1736,2611,4
1737,1737,2629,4
1738,1738,2632,4
1739,1739,2592,4
1740,1740,2629,4
1741,1741,2677,4
1742,1742,2615,4
1743,1743,2618,4
1744,1744,2609,4
1745,1745,2657,4
1746,1746,2620,4
1747,1747,2661,4
1748,1748,2680,4
1749,1749,2643,4
1750,1750,2608,4
1751,1751,2654,4
1752,1752,2635,4
1753,1753,2617,4
1754,1754,2653,4
1755,1755,2637,4
1756,1756,2600,4
1757,1757,2647,4
1758,1758,2649,4
1759,1759,2647,4
1760,1760,2619,4
1761,1761,2624,4
1762,1762,2629,4
1763,1763,2631,4
1764,1764,2605,4
1765,1765,2664,4
1766,1766,2666,4
1767,1767,2636,4
1768,1768,2648,4
1769,1769,2651,4
1770,1770,2632,4
1771,1771,2629,4
1772,1772,2638,4
1773,1773,2628,4
1774,1774,2635,4
1775,1775,2599,4
1776,1776,2636,4
1777,1777,2663,4
1778,1778,2617,4
1779,1779,2650,4
1780,1780,2634,4
1781,1781,2649,4
1782,1782,2650,4
1783,1783,2634,4
1784,1784,2616,4
1785,1785,2639,4
1786,1786,2676,4
1787,1787,2614,4
1788,1788,2640,4
1789,1789,2634,4
1790,1790,2631,4
1791,1791,2679,4
1792,1792,2669,4
1793,1793,2631,4
1794,1794,2650,4
1795,1795,2638,4
1796,1796,2644,4
1797,1797,2631,4
1798,1798,2649,4
1799,1799,2657,4
1800,1800,2630,4
1801,1801,2624,4
1802,1802,2614,4
1803,1803,2642,4
1804,1804,2658,4
1805,1805,2656,4
1806,1806,2665,4
1807,1807,2635,4
1808,1808,2626,4
1809,1809,2641,4
1810,1810,2633,4
1811,1811,2633,4
1812,1812,2644,4
1813,1813,2661,4
1814,1814,2665,4
1815,1815,2686,4
1816,1816,2654,4
1817,1817,2660,4
1818,1818,2616,4
1819,1819,2635,4
1820,1820,2654,4
1821,1821,2630,4
1822,1822,2653,4
1823,1823,2635,4
1824,1824,2632,4
1825,1825,2617,4
1826,1826,2627,4
1827,1827,2625,4
1828,1828,2658,4
1829,1829,2645,4
1830,1830,2630,4
1831,1831,2620,4
1832,1832,2623,4
1833,1833,2624,4
1834,1834,2670,4
1835,1835,2653,4
1836,1836,2625,4
1837,1837,2630,4
1838,1838,2649,4
1839,1839,2662,4
1840,1840,2631,4
1841,1841,2636,4
1842,1842,2678,4
1843,1843,2608,4
1844,1844,2647,4
1845,1845,2657,4
1846,1846,2639,4
1847,1847,2641,4
1848,1848,2626,4
1849,1849,2621,4
1850,1850,2604,4
1851,1851,2641,4
1852,1852,2626,4
1853,1853,2569,4
1854,1854,2548,4
1855,1855,2500,4
1856,1856,2464,4
1857,1857,2405,4
1858,1858,2364,4
1859,1859,2362,4
1860,1860,2326,4
1861,1861,2258,3
1862,1862,2220,3
1863,1863,2223,3
1864,1864,2196,3
1865,1865,2168,3
1866,1866,2123,3
1867,1867,2099,3
1868,1868,2025,3
1869,1869,2056,3
1870,1870,2034,3
1871,1871,1989,3
1872,1872,1945,3
1873,1873,1859,3
1874,1874,1842,3
1875,1875,1858,3
1876,1876,1790,3
1877,1877,1793,3
1878,1878,1768,3
1879,1879,1733,2
1880,1880,1734,2
1881,1881,1735,2
1882,1882,1663,2
1883,1883,1626,2
1884,1884,1582,2
1885,1885,1595,2
1886,1886,1587,2
1887,1887,1573,2
1888,1888,1564,2
1889,1889,1508,2
1890,1890,1503,2
1891,1891,1516,2
1892,1892,1477,2
1893,1893,1442,2
1894,1894,1443,2
1895,1895,1438,2
1896,1896,1397,2
1897,1897,1379,2
1898,1898,1378,2
1899,1899,1376,2
1900,1900,1339,2
1901,1901,1336,2
1902,1902,1340,2
1903,1903,1328,2
1904,1904,1360,2
1905,1905,1320,2
1906,1906,1336,2
1907,1907,1363,2
1908,1908,1352,2
1909,1909,1320,2
1910,1910,1328,2
1911,1911,1335,2
1912,1912,1331,2
1913,1913,1322,2
1914,1914,1339,2
1915,1915,1316,2
1916,1916,1328,2
1917,1917,1335,2
1918,1918,1333,2
1919,1919,1308,2
1920,1920,1326,2
1921,1921,1333,2
1922,1922,1338,2
1923,1923,1331,2
1924,1924,1334,2
1925,1925,1329,2
1926,1926,1328,2
1927,1927,1333,2
1928,1928,1329,2
1929,1929,1327,2
1930,1930,1342,2
1931,1931,1343,2
1932,1932,1331,2
1933,1933,1348,2
1934,1934,1354,2
1935,1935,1318,2
1936,1936,1339,2
1937,1937,1327,2
1938,1938,1331,2
1939,1939,1354,2
1940,1940,1336,2
1941,1941,1318,2
1942,1942,1354,2
1943,1943,1312,2
1944,1944,1333,2
1945,1945,1329,2
1946,1946,1327,2
1947,1947,1340,2
1948,1948,1327,2
1949,1949,1325,2
1950,1950,1324,2
1951,1951,1325,2
1952,1952,1356,2
1953,1953,1328,2
1954,1954,1327,2
1955,1955,1328,2
1956,1956,1343,2
1957,1957,1329,2
1958,1958,1327,2
1959,1959,1311,2
1960,1960,1355,2
1961,1961,1301,2
1962,1962,1330,2
1963,1963,1342,2
1964,1964,1334,2
1965,1965,1330,2
1966,1966,1325,2
1967,1967,1323,2
1968,1968,1341,2
1969,1969,1343,2
1970,1970,1328,2
1971,1971,1320,2
1972,1972,1327,2
1973,1973,1331,2
1974,1974,1328,2
1975,1975,1331,2
1976,1976,1341,2
1977,1977,1348,2
1978,1978,1329,2
1979,1979,1340,2
1980,1980,1306,2
1981,1981,1327,2
1982,1982,1338,2
1983,1983,1321,2
1984,1984,1316,2
1985,1985,1329,2
1986,1986,1343,2
1987,1987,1322,2
1988,1988,1336,2
1989,1989,1342,2
1990,1990,1337,2
1991,1991,1337,2
1992,1992,1343,2
1993,1993,1329,2
1994,1994,1332,2
1995,1995,1334,2
1996,1996,1331,2
1997,1997,1321,2
1998,1998,1340,2
1999,1999,1334,2
2000,2000,1331,2
2001,2001,1326,2
2002,2002,1342,2
2003,2003,1323,2
2004,2004,1330,2
2005,2005,1351,2
2006,2006,1353,2
2007,2007,1336,2
2008,2008,1349,2
2009,2009,1325,2
2010,2010,1352,2
2011,2011,1353,2
2012,2012,1341,2
2013,2013,1332,2
2014,2014,1332,2
2015,2015,1324,2
2016,2016,1318,2
2017,2017,1329,2
2018,2018,1353,2
2019,2019,1359,2
2020,2020,1332,2
2021,2021,1340,2
2022,2022,1333,2
2023,2023,1321,2
2024,2024,1333,2
2025,2025,1334,2
2026,2026,1348,2
2027,2027,1325,2
2028,2028,1308,2
2029,2029,1325,2
2030,2030,1291,2
2031,2031,1260,2
2032,2032,1268,2
2033,2033,1225,1
2034,2034,1232,2
2035,2035,1220,1
2036,2036,1222,1
2037,2037,1195,1
2038,2038,1153,1
2039,2039,1145,1
2040,2040,1153,1
2041,2041,1116,1
2042,2042,1128,1
2043,2043,1091,1
2044,2044,1103,1
2045,2045,1137,1
2046,2046,1100,1
2047,2047,1083,1
2048,2048,1062,1
2049,2049,1074,1
2050,2050,1026,1
2051,2051,1023,1
2052,2052,1033,1
2053,2053,1008,1
2054,2054,998,1
2055,2055,1010,1
2056,2056,990,1
2057,2057,953,1
2058,2058,974,1
2059,2059,941,1
2060,2060,909,1
2061,2061,966,1
2062,2062,914,1
2063,2063,912,1
2064,2064,880,1
2065,2065,898,1
2066,2066,898,1
2067,2067,899,1
2068,2068,851,1
2069,2069,856,1
2070,2070,858,1
2071,2071,856,1
2072,2072,834,1
2073,2073,839,1
2074,2074,815,1
2075,2075,817,1
2076,2076,810,1
2077,2077,820,1
2078,2078,808,1
2079,2079,811,1
2080,2080,805,1
2081,2081,818,1
2082,2082,830,1
2083,2083,827,1
2084,2084,822,1
2085,2085,812,1
2086,2086,835,1
2087,2087,819,1
2088,2088,842,1
2089,2089,839,1
2090,2090,809,1
2091,2091,826,1
2092,2092,817,1
2093,2093,812,1
2094,2094,813,1
2095,2095,811,1
2096,2096,819,1
2097,2097,811,1
2098,2098,830,1
2099,2099,823,1
2100,2100,824,1
2101,2101,826,1
2102,2102,813,1
2103,2103,830,1
2104,2104,808,1
2105,2105,828,1
2106,2106,806,1
2107,2107,825,1
2108,2108,815,1
2109,2109,828,1
2110,2110,838,1
2111,2111,826,1
2112,2112,829,1
2113,2113,823,1
2114,2114,818,1
2115,2115,813,1
2116,2116,816,1
2117,2117,821,1
2118,2118,826,1
2119,2119,814,1
2120,2120,798,1
2121,2121,812,1
2122,2122,828,1
2123,2123,826,1
2124,2124,805,1
2125,2125,823,1
2126,2126,817,1
2127,2127,819,1
2128,2128,809,1
2129,2129,819,1
2130,2130,804,1
2131,2131,819,1
2132,2132,824,1
2133,2133,812,1
2134,2134,840,1
2135,2135,832,1
2136,2136,809,1
2137,2137,803,1
2138,2138,835,1
2139,2139,812,1
2140,2140,830,1
2141,2141,827,1
2142,2142,825,1
2143,2143,831,1
2144,2144,819,1
2145,2145,820,1
2146,2146,816,1
2147,2147,808,1
2148,2148,827,1
2149,2149,812,1
2150,2150,835,1
2151,2151,815,1
2152,2152,829,1
2153,2153,815,1
2154,2154,819,1
2155,2155,832,1
2156,2156,825,1
2157,2157,841,1
2158,2158,817,1
2159,2159,823,1
2160,2160,826,1
2161,2161,831,1
2162,2162,806,1
2163,2163,818,1
2164,2164,819,1
2165,2165,817,1
2166,2166,834,1
2167,2167,827,1
2168,2168,828,1
2169,2169,824,1
2170,2170,824,1
2171,2171,821,1
2172,2172,812,1
2173,2173,834,1
2174,2174,827,1
2175,2175,821,1
2176,2176,819,1
2177,2177,820,1
2178,2178,832,1
2179,2179,799,1
2180,2180,830,1
2181,2181,801,1
2182,2182,827,1
2183,2183,824,1
2184,2184,826,1
2185,2185,819,1
2186,2186,807,1
2187,2187,832,1
2188,2188,823,1
2189,2189,819,1
2190,2190,812,1
2191,2191,807,1
2192,2192,813,1
2193,2193,835,1
2194,2194,822,1
2195,2195,810,1
2196,2196,819,1
2197,2197,820,1
2198,2198,835,1
2199,2199,807,1
2200,2200,809,1
2201,2201,804,1
2202,2202,823,1
2203,2203,818,1
2204,2204,820,1
2205,2205,811,1
2206,2206,814,1
2207,2207,813,1
2208,2208,836,1
2209,2209,811,1
2210,2210,818,1
2211,2211,822,1
2212,2212,831,1
2213,2213,823,1
2214,2214,826,1
2215,2215,834,1
2216,2216,824,1
2217,2217,835,1
2218,2218,815,1
2219,2219,816,1
2220,2220,802,1
2221,2221,828,1
2222,2222,814,1
2223,2223,807,1
2224,2224,821,1
2225,2225,837,1
2226,2226,824,1
2227,2227,828,1
2228,2228,818,1
2229,2229,797,1
2230,2230,819,1
2231,2231,793,1
2232,2232,769,1
2233,2233,767,1
2234,2234,773,1
2235,2235,748,1
2236,2236,765,1
2237,2237,744,1
2238,2238,766,1
2239,2239,767,1
2240,2240,730,1
2241,2241,728,1
2242,2242,710,0
2243,2243,711,0
2244,2244,711,0
2245,2245,687,0
2246,2246,695,0
2247,2247,692,0
2248,2248,677,0
2249,2249,681,0
2250,2250,674,0
2251,2251,671,0
2252,2252,694,0
2253,2253,639,0
2254,2254,638,0
2255,2255,635,0
2256,2256,663,0
2257,2257,625,0
2258,2258,656,0
2259,2259,613,0
2260,2260,626,0
2261,2261,635,0
2262,2262,618,0
2263,2263,604,0
2264,2264,584,0
2265,2265,587,0
2266,2266,599,0
2267,2267,608,0
2268,2268,566,0
2269,2269,591,0
2270,2270,567,0
2271,2271,583,0
2272,2272,581,0
2273,2273,555,0
2274,2274,564,0
2275,2275,559,0
2276,2276,554,0
2277,2277,554,0
2278,2278,564,0
2279,2279,558,0
2280,2280,565,0
2281,2281,572,0
2282,2282,549,0
2283,2283,558,0
2284,2284,559,0
2285,2285,546,0
2286,2286,559,0
2287,2287,565,0
2288,2288,556,0
2289,2289,565,0
2290,2290,559,0
2291,2291,571,0
2292,2292,560,0
2293,2293,554,0
2294,2294,554,0
2295,2295,550,0
2296,2296,566,0
2297,2297,565,0
2298,2298,557,0
2299,2299,546,0
2300,2300,569,0
2301,2301,561,0
2302,2302,558,0
2303,2303,561,0
2304,2304,568,0
2305,2305,565,0
2306,2306,553,0
2307,2307,561,0
2308,2308,556,0
2309,2309,559,0
2310,2310,560,0
2311,2311,547,0
2312,2312,554,0
2313,2313,557,0
2314,2314,569,0
2315,2315,552,0
2316,2316,560,0
2317,2317,570,0
2318,2318,570,0
2319,2319,554,0
2320,2320,570,0
2321,2321,574,0
2322,2322,549,0
2323,2323,553,0
2324,2324,553,0
2325,2325,561,0
2326,2326,556,0
2327,2327,562,0
2328,2328,559,0
2329,2329,566,0
2330,2330,566,0
2331,2331,557,0
2332,2332,581,0
2333,2333,557,0
2334,2334,561,0
2335,2335,564,0
2336,2336,550,0
2337,2337,559,0
2338,2338,553,0
2339,2339,558,0
2340,2340,552,0
2341,2341,559,0
2342,2342,567,0
2343,2343,554,0
2344,2344,561,0
2345,2345,564,0
2346,2346,545,0
2347,2347,551,0
2348,2348,570,0
2349,2349,548,0
2350,2350,552,0
2351,2351,564,0
2352,2352,568,0
2353,2353,565,0
2354,2354,551,0
2355,2355,555,0
2356,2356,547,0
2357,2357,553,0
2358,2358,558,0
2359,2359,564,0
2360,2360,553,0
2361,2361,552,0
2362,2362,565,0
2363,2363,569,0
2364,2364,559,0
2365,2365,572,0
2366,2366,558,0
2367,2367,553,0
2368,2368,568,0
2369,2369,568,0
2370,2370,556,0
2371,2371,554,0
2372,2372,555,0
2373,2373,559,0
2374,2374,559,0
2375,2375,557,0
2376,2376,572,0
2377,2377,571,0
2378,2378,564,0
2379,2379,563,0
2380,2380,565,0
2381,2381,562,0
2382,2382,557,0
2383,2383,556,0
2384,2384,563,0
2385,2385,550,0
2386,2386,550,0
2387,2387,563,0
2388,2388,567,0
2389,2389,563,0
2390,2390,557,0
2391,2391,569,0
2392,2392,549,0
2393,2393,574,0
2394,2394,566,0
2395,2395,566,0
2396,2396,557,0
2397,2397,545,0
2398,2398,559,0
2399,2399,556,0
2400,2400,565,0
2401,2401,562,0
2402,2402,569,0
2403,2403,551,0
2404,2404,532,0
2405,2405,538,0
2406,2406,553,0
2407,2407,535,0
2408,2408,524,0
2409,2409,514,0
2410,2410,527,0
2411,2411,527,0
2412,2412,510,0
2413,2413,486,0
2414,2414,493,0
2415,2415,484,0
2416,2416,514,0
2417,2417,487,0
2418,2418,468,0
2419,2419,497,0
2420,2420,482,0
2421,2421,464,0
2422,2422,456,0
2423,2423,463,0
2424,2424,449,0
2425,2425,448,0
2426,2426,439,0
2427,2427,422,0
2428,2428,434,0
2429,2429,440,0
2430,2430,441,0
2431,2431,437,0
2432,2432,416,0
2433,2433,429,0
2434,2434,403,0
2435,2435,403,0
2436,2436,413,0
2437,2437,405,0
2438,2438,390,0
2439,2439,416,0
2440,2440,376,0
2441,2441,392,0
2442,2442,378,0
2443,2443,396,0
2444,2444,369,0
2445,2445,370,0
2446,2446,379,0
2447,2447,375,0
2448,2448,382,0
2449,2449,357,0
2450,2450,356,0
2451,2451,358,0
2452,2452,363,0
2453,2453,349,0
2454,2454,351,0
2455,2455,352,0
2456,2456,344,0
2457,2457,359,0
2458,2458,358,0
2459,2459,349,0
2460,2460,355,0
2461,2461,350,0
2462,2462,349,0
2463,2463,357,0
2464,2464,350,0
2465,2465,346,0
2466,2466,367,0
2467,2467,366,0
2468,2468,346,0
2469,2469,354,0
2470,2470,355,0
2471,2471,352,0
2472,2472,356,0
2473,2473,343,0
2474,2474,348,0
2475,2475,350,0
2476,2476,356,0
2477,2477,344,0
2478,2478,343,0
2479,2479,350,0
2480,2480,347,0
2481,2481,362,0
2482,2482,342,0
2483,2483,355,0
2484,2484,348,0
2485,2485,345,0
2486,2486,348,0
2487,2487,345,0
2488,2488,352,0
2489,2489,349,0
2490,2490,345,0
2491,2491,354,0
2492,2492,347,0
2493,2493,351,0
2494,2494,360,0
2495,2495,358,0
2496,2496,362,0
2497,2497,351,0
2498,2498,356,0
2499,2499,354,0
2500,2500,346,0
2501,2501,356,0
2502,2502,344,0
2503,2503,351,0
2504,2504,355,0
2505,2505,367,0
2506,2506,348,0
2507,2507,353,0
2508,2508,351,0
2509,2509,356,0
2510,2510,348,0
2511,2511,359,0
2512,2512,346,0
2513,2513,345,0
2514,2514,349,0
2515,2515,347,0
2516,2516,362,0
2517,2517,354,0
2518,2518,361,0
2519,2519,338,0
2520,2520,358,0
2521,2521,351,0
2522,2522,357,0
2523,2523,367,0
2524,2524,347,0
2525,2525,351,0
2526,2526,349,0
2527,2527,347,0
2528,2528,353,0
2529,2529,349,0
2530,2530,353,0
2531,2531,352,0
2532,2532,360,0
2533,2533,363,0
2534,2534,354,0
2535,2535,349,0
2536,2536,353,0
2537,2537,357,0
2538,2538,351,0
2539,2539,342,0
2540,2540,347,0
2541,2541,367,0
2542,2542,357,0
2543,2543,360,0
2544,2544,355,0
2545,2545,356,0
2546,2546,352,0
2547,2547,354,0
2548,2548,367,0
2549,2549,358,0
2550,2550,370,0
2551,2551,350,0
2552,2552,345,0
2553,2553,364,0
2554,2554,370,0
2555,2555,366,0
2556,2556,386,0
2557,2557,387,0
2558,2558,399,0
2559,2559,394,0
2560,2560,415,0
2561,2561,456,0
2562,2562,444,0
2563,2563,454,0
2564,2564,474,0
2565,2565,463,0
2566,2566,458,0
2567,2567,484,0
2568,2568,507,0
2569,2569,517,0
2570,2570,511,0
2571,2571,549,0
2572,2572,515,0
2573,2573,538,0
2574,2574,541,0
2575,2575,539,0
2576,2576,560,0
2577,2577,583,0
2578,2578,569,0
2579,2579,582,0
2580,2580,603,0
2581,2581,591,0
2582,2582,646,0
2583,2583,640,0
2584,2584,652,0
2585,2585,660,0
2586,2586,666,0
2587,2587,678,0
2588,2588,682,0
2589,2589,708,0
2590,2590,712,0
2591,2591,715,1
2592,2592,722,1
2593,2593,716,1
2594,2594,751,1
2595,2595,749,1
2596,2596,773,1
2597,2597,795,1
2598,2598,771,1
2599,2599,816,1
2600,2600,816,1
2601,2601,833,1
2602,2602,834,1
2603,2603,832,1
2604,2604,815,1
2605,2605,817,1
2606,2606,825,1
2607,2607,840,1
2608,2608,823,1
2609,2609,816,1
2610,2610,833,1
2611,2611,819,1
2612,2612,823,1
2613,2613,819,1
2614,2614,820,1
2615,2615,832,1
2616,2616,820,1
2617,2617,798,1
2618,2618,827,1
2619,2619,800,1
2620,2620,833,1
2621,2621,823,1
2622,2622,822,1
2623,2623,813,1
2624,2624,810,1
2625,2625,824,1
2626,2626,809,1
2627,2627,832,1
2628,2628,837,1
2629,2629,815,1
2630,2630,830,1
2631,2631,808,1
2632,2632,811,1
2633,2633,825,1
2634,2634,813,1
2635,2635,811,1
2636,2636,821,1
2637,2637,827,1
2638,2638,826,1
2639,2639,831,1
2640,2640,830,1
2641,2641,830,1
2642,2642,817,1
2643,2643,817,1
2644,2644,808,1
2645,2645,815,1
2646,2646,839,1
2647,2647,826,1
2648,2648,823,1
2649,2649,813,1
2650,2650,804,1
2651,2651,831,1
2652,2652,819,1
2653,2653,798,1
2654,2654,808,1
2655,2655,797,1
2656,2656,833,1
2657,2657,804,1
2658,2658,804,1
2659,2659,813,1
2660,2660,813,1
2661,2661,809,1
2662,2662,805,1
2663,2663,818,1
2664,2664,816,1
2665,2665,822,1
2666,2666,804,1
2667,2667,823,1
2668,2668,828,1
2669,2669,823,1
2670,2670,804,1
2671,2671,799,1
2672,2672,816,1
2673,2673,829,1
2674,2674,812,1
2675,2675,821,1
2676,2676,817,1
2677,2677,818,1
2678,2678,803,1
2679,2679,819,1
2680,2680,807,1
2681,2681,816,1
2682,2682,806,1
2683,2683,813,1
2684,2684,809,1
2685,2685,827,1
2686,2686,830,1
2687,2687,818,1
2688,2688,816,1
2689,2689,815,1
2690,2690,837,1
2691,2691,824,1
2692,2692,819,1
2693,2693,822,1
2694,2694,821,1
2695,2695,812,1
2696,2696,814,1
2697,2697,814,1
2698,2698,831,1
2699,2699,834,1
2700,2700,833,1
2701,2701,816,1
2702,2702,813,1
2703,2703,810,1
2704,2704,822,1
2705,2705,822,1
2706,2706,810,1
2707,2707,813,1
2708,2708,829,1
2709,2709,825,1
2710,2710,811,1
2711,2711,803,1
2712,2712,815,1
2713,2713,829,1
2714,2714,797,1
2715,2715,814,1
2716,2716,807,1
2717,2717,833,1
2718,2718,819,1
2719,2719,823,1
2720,2720,807,1
2721,2721,799,1
2722,2722,806,1
2723,2723,796,1
2724,2724,825,1
2725,2725,808,1
2726,2726,817,1
2727,2727,823,1
2728,2728,816,1
2729,2729,828,1
2730,2730,816,1
2731,2731,802,1
2732,2732,814,1
2733,2733,804,1
2734,2734,812,1
2735,2735,815,1
2736,2736,836,1
2737,2737,837,1
2738,2738,824,1
2739,2739,824,1
2740,2740,812,1
2741,2741,821,1
2742,2742,825,1
2743,2743,809,1
2744,2744,805,1
2745,2745,803,1
2746,2746,818,1
2747,2747,837,1
2748,2748,816,1
2749,2749,813,1
2750,2750,836,1
2751,2751,820,1
2752,2752,817,1
2753,2753,816,1
2754,2754,794,1
2755,2755,777,1
2756,2756,768,1
2757,2757,775,1
2758,2758,756,1
2759,2759,773,1
2760,2760,755,1
2761,2761,742,1
2762,2762,731,1
2763,2763,755,1
2764,2764,706,0
2765,2765,708,0
2766,2766,716,1
2767,2767,702,0
2768,2768,720,1
2769,2769,704,0
2770,2770,698,0
2771,2771,684,0
2772,2772,700,0
2773,2773,665,0
2774,2774,668,0
2775,2775,656,0
2776,2776,670,0
2777,2777,654,0
2778,2778,649,0
2779,2779,656,0
2780,2780,648,0
2781,2781,637,0
2782,2782,642,0
2783,2783,639,0
2784,2784,626,0
2785,2785,601,0
2786,2786,613,0
2787,2787,637,0
2788,2788,592,0
2789,2789,585,0
2790,2790,617,0
2791,2791,598,0
2792,2792,589,0
2793,2793,571,0
2794,2794,567,0
2795,2795,555,0
2796,2796,569,0
2797,2797,562,0
2798,2798,565,0
